#made by Lianne
@    title "Pull COM"
@    xaxis  label "COM pull energy (kJ/mol)"
@    yaxis  label "distance (nm)"
@TYPE xy
@ view 0.15, 0.15, 0.75, 0.85
@ legend on
@ legend box on
@ legend loctype view
@ legend 0.78, 0.8
@ legend length 2
@ s0 legend "0 X"
@ s1 legend "0 Y"
2.199960	0.0000000
2.202200	0.0024830
2.208670	0.0378630
2.216160	0.1312400
2.222900	0.2630300
2.229810	0.4454840
2.236350	0.6621320
2.241290	0.8539290
2.246970	1.1047480
2.255060	1.5178690
2.263360	2.0094400
2.271230	2.5391730
2.277780	3.0271330
2.283840	3.5175830
2.287490	3.8301900
2.288360	3.9061860
2.289690	4.0253620
2.292050	4.2405710
2.295970	4.6087530
2.299910	4.9950580
2.302010	5.2066260
2.304870	5.5030520
2.308430	5.8821180
2.310710	6.1328930
2.313170	6.4074860
2.313540	6.4505640
2.311460	6.2153690
2.309980	6.0515400
2.309440	5.9921740
2.308960	5.9402080
2.308390	5.8781290
2.308130	5.8500690
2.309240	5.9704640
2.309650	6.0153110
2.308270	5.8647860
2.308170	5.8537940
2.307050	5.7335890
2.304710	5.4866200
2.303930	5.4044900
2.303310	5.3407160
2.301850	5.1909620
2.301490	5.1535980
2.302670	5.2741200
2.304260	5.4386000
2.305470	5.5654370
2.306950	5.7238580
2.306410	5.6656560
2.304460	5.4591790
2.303960	5.4074430
2.303900	5.4006950
2.304020	5.4131650
2.304640	5.4776610
2.306220	5.6449480
2.306230	5.6467190
2.304580	5.4726190
2.303320	5.3410910
2.304580	5.4719450
2.307490	5.7801070
2.310690	6.1304830
2.311980	6.2730580
2.311720	6.2444420
2.311280	6.1955290
2.312350	6.3155910
2.314010	6.5035670
2.317790	6.9425040
2.323620	7.6451150
2.328590	8.2723440
2.330730	8.5495450
2.331900	8.7038890
2.333000	8.8491890
2.333830	8.9594390
2.334330	9.0273580
2.334340	9.0281700
2.334990	9.1162570
2.334520	9.0517590
2.332480	8.7811860
2.330840	8.5647690
2.330450	8.5130780
2.328820	8.3019780
2.328970	8.3204740
2.329630	8.4067750
2.327260	8.1021870
2.322580	7.5173320
2.315190	6.6387110
2.310490	6.1077670
2.312220	6.3012110
2.314380	6.5454190
2.313350	6.4283480
2.311280	6.1957340
2.311950	6.2708310
2.311820	6.2560230
2.310920	6.1552710
2.310600	6.1196310
2.311420	6.2117790
2.315720	6.7000430
2.320370	7.2478930
2.321850	7.4279950
2.322490	7.5066660
2.323620	7.6456740
2.324230	7.7204700
2.322900	7.5571390
2.322170	7.4671120
2.323670	7.6515730
2.327090	8.0803440
2.331750	8.6830840
2.335330	9.1612870
2.338390	9.5806100
2.341350	9.9959340
2.343250	10.2661590
